id,nb.rb,exposure,year
DXYPLX,RB,0.4166666666666667,2022
im02BN,RB,0.4166666666666667,2018
CLrGuf,NB,1,2021
OHFYsQ,RB,0.3333333333333333,2018
CSPpnN,RB,1,2019
yHVExj,RB,1,2021
YcmEJE,RB,0.5,2022
NOrvk0,RB,1,2021
q4k3Hv,RB,0.5,2022
tabcsq,NB,0.5,2021
ZfhDKV,RB,1,2018
klzNEj,RB,0.5,2020
tL23QQ,RB,1,2021
OaF3nb,RB,1,2018
bP1Xte,NB,0.5,2018
q4hKh2,RB,0.5,2020
DZDLti,RB,1,2020
eMRLJK,RB,0.5,2021
ybZRdx,NB,1,2022
BhnTyq,RB,1,2020
fHMRLQ,RB,1,2022
EBgTBF,RB,1,2022
wujLGT,NB,1,2019
3YvWsh,NB,0.5,2021
skzzEn,RB,1,2022
clgSUr,RB,1,2022
GBGqNW,RB,0.5,2019
oYpIYx,NB,0.75,2021
oKWcOV,RB,1,2020
OPlTpt,NB,1,2018
im3ROl,RB,1,2019
DvBZEh,RB,1,2020
au2zGY,RB,1,2020
OaRYQO,NB,1,2020
fjuGZi,RB,1,2019
Q4xBt3,RB,1,2019
J0xJAd,NB,1,2022
CzOK0N,NB,1,2022
La4eH0,RB,0.5,2021
ulbiLd,RB,1,2019
mPCQLf,RB,0.5,2022
uXgJCb,NB,0.5,2021
abaLov,RB,1,2018
ZFFNul,RB,0.5,2019
Fx4qHV,NB,0.3333333333333333,2020
CmnICx,RB,1,2022
IeRdMK,RB,0.5,2020
Jgmjmc,RB,1,2018
dLpyID,RB,0.5,2021
2FAFWD,RB,0.6666666666666666,2020
UHmrLw,RB,1,2018
qn4kmB,NB,1,2020
OmpwUt,NB,0.5,2018
TwpfHJ,NB,1,2019
XqAsxl,RB,1,2018
DLFuJX,RB,1,2021
eSitIW,NB,1,2021
RCqnHm,NB,0.5,2019
lxlmky,RB,0.5,2020
kSVzsU,RB,1,2021
aSCBLl,RB,1,2018
qBBJ1y,RB,1,2018
ZxAN2N,RB,0.5,2022
NWNbMj,RB,1,2021
RaRhrP,RB,0.5,2019
3UbABN,RB,1,2019
QDMlVo,NB,1,2020
WYq1XK,RB,0.5,2018
ZodajZ,RB,0.6666666666666666,2018
bsKbHK,NB,0.5,2022
4OJmNq,RB,0.5,2020
H4yVSs,RB,0.75,2021
PJKGVT,NB,0.5,2018
WxPqTz,RB,1,2022
VKp4Mm,NB,0.5,2019
2iUxlx,NB,1,2021
kUJsLX,RB,0.5,2018
TTYhRn,NB,0.5,2022
MYaPOJ,RB,1,2018
qHcNdO,RB,0.5,2022
fW0ZvJ,RB,0.08333333333333333,2022
z4GXoO,RB,1,2022
VMcjbX,RB,1,2021
vvfSOU,NB,0.25,2022
LoEs2N,RB,1,2018
PIPNCj,NB,1,2020
4XeqJw,RB,1,2021
KertSH,RB,1,2019
EkEiql,RB,1,2019
X0PuEG,RB,1,2019
mSjHwq,RB,0.5,2020
p0FTVM,RB,1,2021
FviFkP,RB,0.8333333333333334,2019
bEpRIS,RB,0.5,2020
DnQQpU,RB,1,2020
HbQJAi,RB,0.5,2019
YlasoR,NB,1,2021
eAVLsW,RB,0.5,2018
sRnXfj,RB,0.16666666666666666,2021
r2JQCG,NB,1,2021
YNqsUM,NB,1,2018
xAbbQ3,RB,0.9166666666666666,2019
zTdNsD,NB,0.5,2019
OYRSNk,RB,0.5,2019
jWQLCk,RB,1,2021
lVPwfj,NB,1,2018
HmtUY4,RB,1,2021
rcLLS0,NB,0.5,2018
fO4JUK,RB,0.5,2022
JQCmDK,NB,1,2018
gvniQ2,RB,0.5,2020
DdDExH,RB,1,2020
Ce1jSa,RB,1,2018
G0S4Fe,RB,0.5,2022
ncOrAP,RB,0.5,2021
jGFfXA,RB,1,2022
RYjusE,RB,1,2021
MrklHH,NB,0.5,2022
4m0CiW,RB,1,2020
1a0tJU,RB,1,2018
MjHdco,NB,1,2022
GrOyyd,NB,1,2022
YNOInQ,RB,0.5833333333333334,2020
cuy3BX,RB,1,2020
sICQrj,RB,0.5,2021
YUyHVf,NB,1,2022
OrHWqO,NB,0.5,2019
Xh2KhT,RB,0.5,2021
IThSXR,RB,1,2018
ihkVyn,RB,1,2019
iXofww,RB,0.5,2018
QFTjqv,NB,0.5,2020
eIHI4B,RB,0.5,2022
H4UDJm,RB,1,2022
f0UqNS,NB,1,2019
r2RqQF,NB,0.5,2022
SLnfIV,RB,1,2021
TfuLpT,RB,1,2022
DLHwxz,NB,1,2020
Kxor1e,NB,0.5,2020
NgsOhb,NB,1,2021
vIqnNg,NB,1,2020
lGdzoH,NB,0.5,2020
wk0bRK,NB,1,2019
M1clNk,RB,0.5,2021
KkWsvh,RB,1,2021
3LulMI,NB,1,2021
FPgsaV,RB,0.5,2018
aXzVSl,RB,1,2018
23ZZim,RB,1,2021
VxNVJY,NB,1,2021
Fxpc0t,RB,0.5,2018
aX2r00,RB,1,2021
AoAZla,RB,1,2021
m1RSko,RB,0.5,2020
GbCxN1,RB,1,2021
goFmeM,RB,1,2018
GMpDiq,RB,1,2020
yombrL,RB,0.5,2022
U0CImp,RB,0.5833333333333334,2020
NRUcLv,RB,1,2021
mubq3f,RB,1,2020
bkPqEK,RB,0.3333333333333333,2019
VLu0Ua,RB,1,2018
dKQzeQ,RB,1,2018
OYWfoo,RB,0.5,2020
xWGsUd,RB,1,2020
fcFrDl,RB,1,2018
HLhxYe,NB,1,2022
aRvbLm,RB,0.5833333333333334,2022
1xuctO,RB,1,2020
eXSKot,NB,1,2021
EXJ3Bo,RB,1,2021
uGiGoN,RB,1,2020
BAf2Jg,NB,0.8333333333333334,2018
WVXGUV,NB,1,2022
ToOcgM,NB,0.5,2018
AGyxwk,RB,1,2019
wwMVSm,RB,0.5,2021
iHMUrC,RB,1,2020
fjNiQ3,NB,0.5,2020
rdslNA,RB,1,2021
ZLKNzK,RB,0.5,2021
YeOleG,RB,1,2020
qtOOtf,RB,1,2022
eDorRL,RB,1,2018
pdra4e,RB,1,2020
nMZ0MA,RB,0.5,2020
0Yec4J,RB,1,2020
TVXGtf,NB,1,2022
BdCUxb,RB,1,2020
0CWkkV,NB,1,2019
dJbUYp,RB,1,2019
lgXnCa,RB,1,2020
IX1TQ3,NB,1,2019
TMeTGe,RB,0.5,2021
3KtqlU,RB,1,2019
RQCHyK,RB,0.5,2021
ajbjkE,NB,0.5,2022
VlDtOo,RB,1,2019
NhREsy,RB,1,2018
SyfLHw,NB,0.5,2019
bC13fH,RB,0.5,2021
aRgGYH,RB,1,2022
2AN2rb,RB,1,2022
QwScs3,RB,0.5833333333333334,2018
aAGP3S,RB,1,2019
vMGqXb,NB,0.16666666666666666,2019
fbamYk,RB,1,2021
ghdXzS,RB,0.5,2018
IDxwnT,NB,0.5,2019
vw3GWx,RB,1,2021
iCK1yZ,RB,1,2021
Dz4KTF,NB,0.5833333333333334,2019
oUNsvq,RB,1,2022
xPiNcp,NB,0.5,2021
NrZNpX,RB,1,2020
aa3Elv,RB,1,2018
VEoVQL,RB,0.5,2022
frRRKF,RB,0.5,2020
DjXJkD,RB,1,2019
AvEilM,RB,0.5,2022
lKGqGT,RB,1,2021
aUsT2g,NB,0.5,2020
3Otodj,NB,1,2021
pveoKK,RB,0.5,2018
YQexoB,RB,1,2021
Rr2tFb,RB,0.5,2020
VyUCEz,RB,1,2022
NvcgNj,RB,1,2019
GspUKI,RB,0.6666666666666666,2019
ZNrrHm,RB,0.5,2018
xZNLIz,NB,0.5,2018
fDN4lK,NB,1,2020
J4wInn,NB,0.5,2022
Rxqw4H,RB,0.5,2019
OdMWly,RB,1,2022
JEwIUt,RB,0.5,2018
csDza0,NB,1,2022
MrHOWa,RB,0.9166666666666666,2022
uXpEfD,RB,0.5,2019
fahLGU,RB,1,2022
vyAhYC,RB,1,2022
QINpHy,RB,0.5,2018
EtK4Al,RB,1,2021
YrBl2r,NB,0.75,2018
s0aMhl,NB,0.5,2018
sfz2op,RB,1,2021
UDicS2,RB,0.5,2019
Cfzv3O,RB,1,2019
33gNMk,RB,0.5,2019
MKGhxY,NB,1,2020
1g0Cjd,NB,0.5,2020
xQizi0,RB,1,2022
oXYdKv,RB,1,2018
CatfDy,RB,0.5,2021
1iEJ01,RB,1,2022
wGK1da,RB,1,2020
SpJs2d,RB,0.5,2021
cE0sru,NB,1,2018
TnkoWi,RB,0.5,2022
aYq4KW,RB,1,2022
ij22p3,RB,1,2018
MPktza,RB,1,2019
3kVYgI,RB,1,2021
13tUhp,RB,0.5,2020
aRgJzi,RB,0.5,2020
wDJUlx,RB,1,2019
EBCGAF,RB,1,2021
s33KT4,NB,0.5,2020
iQBBsz,NB,1,2018
ZAF4Pm,NB,1,2019
Amj1sU,RB,0.4166666666666667,2018
igD4Iu,RB,0.08333333333333333,2022
eu4dVy,RB,0.5,2022
NMKtd5,RB,1,2020
xOVMVM,RB,0.08333333333333333,2018
xeSlsP,NB,1,2022
oYXrpf,RB,0.5,2021
G0MZjw,RB,1,2020
MAFEQB,RB,0.5,2020
JxhkCA,RB,0.4166666666666667,2020
TTwsZB,NB,1,2020
o0IuKS,RB,0.5,2020
gY1HsR,NB,0.5,2019
wQAZ1r,NB,0.9166666666666666,2020
j2I01J,RB,1,2019
imkq2D,RB,1,2020
NjHqfd,RB,1,2020
O0kQNp,RB,0.5,2022
WZpUW2,RB,1,2018
revlW4,RB,1,2022
XlbhmM,RB,0.5,2019
PkXD3B,RB,1,2022
3zMRSU,NB,1,2019
icgBXY,NB,1,2022
mO3mOw,RB,1,2021
kfQzMU,NB,1,2020
4iLFcR,NB,1,2019
0hbwQp,RB,1,2022
Suai3n,RB,1,2018
QVdWpW,RB,0.4166666666666667,2022
xGwMe4,RB,0.9166666666666666,2021
d2MzBm,RB,1,2022
RfIayK,RB,0.5,2019
00Oykf,NB,1,2020
YWxuM1,NB,0.5,2021
k3akNs,RB,0.75,2022
3bNn32,RB,0.3333333333333333,2019
E4DJzz,RB,1,2019
peVR4D,NB,0.25,2018
xosXbb,NB,0.5,2020
sgvLb1,RB,0.5,2022
sQMmAU,RB,0.5,2021
Pphbi1,RB,0.5,2022
ulcfCO,RB,0.5,2019
veIJLY,RB,1,2021
ixOuIv,RB,1,2021
yJnJ0w,RB,0.5,2021
CmQJxj,NB,0.5,2021
pbZWfB,RB,1,2022
DZshr0,RB,1,2019
ZZmL1Q,NB,1,2021
PLTchA,RB,1,2021
N2opnh,RB,0.5,2018
QqYgox,NB,1,2019
rrPMJp,NB,0.5,2020
kufuZP,RB,0.5,2020
xtT4Iv,RB,1,2018
23QqFK,RB,1,2021
KgUF2A,RB,0.16666666666666666,2021
VIRupj,NB,1,2019
bwWRbq,RB,0.5,2020
VsIfXY,RB,0.5,2022
vUOlOU,RB,0.5,2021
bNBEtP,NB,1,2020
MrrvZC,RB,1,2022
34TUSI,NB,1,2019
Y4VqAC,RB,1,2020
AVNhlh,NB,1,2021
ozEqm2,RB,1,2022
xTcgL2,RB,1,2019
MhhsVY,NB,0.5,2021
OKZfKe,RB,1,2022
1TUB2S,NB,0.75,2020
tZSHIB,NB,1,2018
inStyX,NB,1,2018
ZCtZum,RB,0.25,2018
sU3zx3,RB,1,2019
LnHLN2,RB,1,2022
2gafhO,RB,1,2021
aAwhMn,RB,0.16666666666666666,2019
htwauJ,NB,0.5,2020
zsQSKH,RB,1,2022
DulTRt,NB,1,2019
wJpxsn,RB,0.5,2018
BoBLTh,RB,0.9166666666666666,2022
myWXLY,RB,1,2022
avKbyU,RB,1,2019
ZFdGrI,RB,1,2019
eyKOB1,RB,1,2022
1lzqjR,NB,0.5,2018
goPvNC,NB,1,2018
w2cHg4,NB,1,2019
jMTUzn,RB,1,2019
ONoz2y,RB,1,2022
nPFKgq,NB,1,2018
3hFWQH,RB,1,2018
4SsDeB,NB,1,2021
0nnKhp,NB,0.08333333333333333,2022
v4oDry,RB,0.3333333333333333,2022
JcPTjm,RB,0.5,2020
FuHkIt,RB,1,2022
ZpY0KQ,NB,1,2022
sLvZih,NB,1,2019
zymx2P,RB,1,2018
FqtYFg,RB,1,2020
fnxQrH,RB,1,2018
UFxtCf,NB,1,2021
yepUpN,NB,1,2018
4qYIPs,RB,1,2018
AAgPfi,RB,1,2021
ML3chn,RB,0.5,2021
DrVRWW,RB,0.5,2022
JRAvF1,RB,1,2022
H43rsr,NB,0.5,2020
cLytVV,RB,1,2021
wOXzj0,NB,0.5,2022
KhMbOQ,RB,1,2021
xjwGQl,RB,1,2022
ZGWqJX,RB,1,2021
lEjWtA,NB,1,2020
4WO4Z3,RB,1,2022
noogoB,NB,0.5,2019
LX4GjE,RB,0.75,2022
ikBpj3,RB,0.5,2018
sDo32a,RB,1,2021
WrKTtS,RB,1,2022
C1WWQn,RB,1,2022
zVGTvO,RB,1,2019
xXez4S,RB,1,2019
vaqDwe,NB,0.5,2022
wcGRk0,NB,0.9166666666666666,2020
r13QIT,NB,0.25,2020
uWFOBB,RB,0.5,2022
gtlcKm,NB,1,2020
CuoIx2,RB,0.5,2022
dRevXt,RB,1,2020
VPWEVG,RB,1,2021
QvMj41,RB,1,2020
bCjpuD,RB,1,2020
gSZSM4,RB,1,2019
c1LtM1,RB,1,2021
4kouQI,RB,1,2021
BihDz3,NB,1,2020
Q2WdxL,RB,0.3333333333333333,2020
MqPAVJ,NB,1,2020
xHsEUH,NB,0.5,2019
HpPPk2,RB,1,2018
QdbNZX,NB,1,2021
qzLmuu,NB,1,2021
PqVeac,RB,1,2019
Xq0303,RB,0.5,2022
1UnMuk,RB,1,2019
lHSPYi,NB,1,2021
dEpujI,RB,1,2022
2GYmlw,RB,1,2022
VYEZNW,NB,0.5,2019
WTzfQs,RB,0.5,2022
bMavjS,RB,1,2021
QB30DK,RB,1,2018
vsXcQw,RB,1,2022
lEQvWV,RB,0.9166666666666666,2019
XbldsJ,RB,1,2022
mvXQSt,RB,1,2022
MZsMYY,RB,0.5,2022
2zwmVA,RB,1,2019
xbV3PR,RB,0.8333333333333334,2019
JusySa,RB,1,2022
roXd4F,NB,1,2018
adLOBH,RB,0.5,2020
voPPoj,RB,1,2018
BrHDg1,NB,0.16666666666666666,2019
Xc0Yia,RB,1,2020
eVC3Oa,RB,1,2022
HBWHUU,RB,0.5,2018
JYkX0b,RB,1,2021
HgbM1G,RB,1,2021
DJgIph,RB,1,2022
RaBiiX,RB,0.16666666666666666,2020
LbdnSA,NB,1,2019
MJ00bg,NB,1,2021
LvgYql,NB,0.5,2020
1WWgBL,NB,0.5,2018
GBVzPD,RB,0.6666666666666666,2018
rpbfLC,NB,1,2021
h2nOeK,RB,1,2022
ys3gNc,RB,0.5,2018
NJoNZD,RB,1,2019
EG0Z1x,NB,0.5,2021
kcUx3f,RB,1,2021
bfJjkU,RB,1,2018
4pFtr1,RB,1,2020
aL4P3C,NB,0.3333333333333333,2020
WlfgQF,NB,1,2022
WHouAZ,RB,0.4166666666666667,2018
hepkHD,RB,1,2019
fdIIz1,RB,1,2018
0bpjHz,RB,0.5,2019
jde0TA,NB,1,2019
UuF0gd,NB,1,2022
XOsWdi,RB,1,2020
SF1fFS,RB,0.3333333333333333,2020
t4cimF,RB,0.5,2019
spbF3E,RB,0.5,2019
prSRon,NB,1,2022
HPysfA,RB,1,2020
3yDxbZ,NB,1,2018
IpjYqP,NB,1,2022
thfxA1,NB,0.5,2021
KVUSkn,NB,0.5,2019
nmvbj2,RB,1,2021
EzOuPd,RB,0.3333333333333333,2019
YpyJdn,RB,0.5,2018
4fMrv2,NB,1,2018
2mdl4B,RB,0.5,2022
2GsIAb,NB,0.5,2018
DStVkU,NB,1,2022
MR4bS3,NB,1,2020
F0ZvrK,RB,1,2020
xUFaEC,NB,0.5,2018
jWDsLq,RB,1,2018
nb24GL,NB,1,2022
NQjwQu,RB,1,2018
upgGCj,RB,1,2021
KdbVHP,RB,1,2021
BSXTDL,RB,1,2022
HjwhlL,NB,0.5,2022
IqGQiD,RB,0.5,2020
vQaOjt,RB,1,2022
txKDrL,NB,0.16666666666666666,2019
xYm4mY,RB,1,2018
TSNGqN,NB,1,2021
EHeYks,RB,0.5,2021
SioqY2,RB,1,2021
1E0uO5,NB,0.9166666666666666,2018
QRAjqd,RB,0.5,2022
A0urwm,RB,0.08333333333333333,2021
3xRfUS,NB,1,2022
3AlGpY,RB,0.5,2019
SLXHTh,RB,0.5,2021
eRIgQf,RB,1,2018
4ndlHY,NB,0.5,2022
iFmJnD,RB,0.5,2021
w1NJNt,RB,1,2021
4xfbUW,RB,1,2022
IiFFLo,RB,1,2020
uDPNhG,NB,1,2021
wAJUmc,RB,0.5,2022
fQfwUL,RB,0.5,2019
wayhxp,RB,0.5,2021
BwKPdG,RB,1,2021
hb1QSk,RB,0.5,2020
KE1SDT,RB,1,2022
s4YpbL,RB,1,2019
dI0pfe,RB,1,2021
pMakrH,RB,1,2022
hnAwTg,NB,1,2021
GLN2ET,RB,1,2021
NlWlVO,RB,1,2021
vovzCY,NB,1,2020
40JMhg,RB,1,2022
dLIZ2d,RB,1,2020
WEZVaF,NB,1,2021
VqnCos,RB,0.75,2022
qEYzHE,NB,1,2019
HWdmEQ,NB,0.5,2018
icUkOA,NB,1,2018
y3h2nj,RB,1,2021
Rt3Zo1,RB,0.5,2019
2HJU1K,NB,1,2021
UKbGRi,RB,0.3333333333333333,2019
ZtFEbF,RB,0.5,2018
Bu34HX,RB,1,2022
JHo4qt,RB,1,2022
tOKi4j,RB,0.5,2021
nppuki,NB,1,2021
KOSPHh,RB,0.5,2020
dHePZW,RB,1,2022
lndyus,RB,1,2022
k1CWXQ,NB,0.5,2019
XZsagm,RB,0.5,2018
TRFEY1,RB,0.5,2018
wAyy4L,NB,1,2020
eLRxIv,RB,0.5,2022
B2grct,NB,0.5,2020
Mk2yCc,NB,0.5,2022
FU3PIq,RB,0.5,2019
oHerkA,RB,0.9166666666666666,2022
tLfWUS,RB,1,2018
KJSfL5,RB,0.5,2019
mrOwyT,RB,1,2020
NnLlxv,RB,0.5,2019
PkZe4F,RB,0.4166666666666667,2021
HNjyB1,RB,1,2021
kZ22Vs,NB,1,2021
VpSw2K,NB,0.5,2021
ZVKSoD,RB,0.5,2022
XFUYI1,NB,0.5,2019
T4JZ4q,NB,0.4166666666666667,2018
g0ZRkV,RB,1,2020
RxEQ2P,NB,1,2021
l1gcRC,RB,1,2021
jkbtpl,RB,1,2022
0VvqrY,RB,1,2022
4MDwm2,NB,1,2022
yyjIKp,RB,0.5,2021
jALGGO,NB,1,2018
UQN0Br,RB,0.6666666666666666,2022
uL2hD2,RB,0.5,2018
tSGTBk,RB,1,2018
VRRSrm,RB,0.5,2021
SRSrDU,RB,0.5,2021
FfeDG0,RB,1,2018
1TFRj2,RB,1,2020
BX2Fje,NB,0.5,2022
1OBUdQ,NB,0.5,2022
GJwsCF,RB,1,2020
HQdNyy,RB,1,2022
rFGWiU,NB,0.5,2018
flBcGJ,NB,0.5,2020
HulEwm,RB,0.5,2020
YMDoXJ,RB,1,2018
JNGV0D,NB,1,2021
DJBALT,NB,0.4166666666666667,2020
BuMOdS,RB,1,2022
oyrNux,RB,0.5,2018
Pdlwju,RB,1,2020
jkgYL1,RB,1,2018
g3SaPT,RB,1,2022
pkzd2i,RB,0.5,2019
EYyPnc,RB,0.5,2021
vR4wlJ,RB,0.5,2022
GdF4QN,RB,1,2021
zZgwoq,RB,1,2018
EHoeLR,NB,0.75,2018
CSzgBw,RB,1,2022
u0LMKF,RB,1,2022
SOZALX,RB,1,2021
BoFZls,RB,1,2022
KUcvtd,NB,1,2021
BdeuHJ,RB,1,2021
H2Froe,RB,1,2021
1OgRw3,RB,1,2022
tMBPzw,NB,1,2018
DMzLbn,RB,1,2022
d4VMI3,NB,0.8333333333333334,2020
jkDVcH,RB,1,2018
2zw2zV,RB,0.75,2021
ZRKEBz,RB,0.16666666666666666,2022
JLPgki,RB,0.5,2021
zKoESy,RB,1,2019
L1MeRy,RB,0.08333333333333333,2018
zeKWEd,RB,1,2022
iYxSVt,RB,0.5,2020
Ufw4TL,NB,0.5,2018
KTeHeR,NB,1,2019
luQbhz,NB,0.5,2022
hiQfjW,RB,1,2019
SLLRwI,NB,1,2019
WMzMQR,NB,1,2020
Fu31pQ,NB,1,2019
oGFRgy,RB,1,2021
3H2m3P,RB,0.5,2019
u2ErNv,NB,1,2022
HDrZeN,RB,1,2022
oQotld,RB,0.5,2019
VOgIb3,RB,0.5,2021
LCl0GT,RB,1,2021
wRPREc,RB,1,2019
1af1BN,RB,0.5,2020
c13hwe,RB,0.5,2018
yN41Qg,RB,0.5,2021
egbpuO,RB,1,2020
ijOvlS,NB,1,2019
JHQX0k,RB,1,2022
q2Lxd3,NB,1,2020
eXmx1w,RB,1,2020
KBDbfy,RB,1,2020
nrjmMU,NB,1,2018
prtuVn,NB,1,2022
wWA1rg,NB,0.5,2022
lRv0tS,NB,1,2020
p0FwYo,RB,1,2020
LDsnQe,RB,0.5,2022
LwMQCQ,RB,1,2022
ZuboUs,NB,1,2019
LNMZ0j,RB,1,2022
lQAXO0,RB,0.5,2020
HRSYuQ,NB,0.4166666666666667,2021
nvePnc,NB,1,2021
kPNsj4,RB,1,2018
VWlw4d,NB,0.5,2020
ivAzdy,RB,1,2018
Qfyeoi,RB,1,2018
4zz11v,RB,0.5,2022
2UJBP0,RB,1,2019
lSIEBO,RB,1,2019
whJ4Db,RB,1,2021
CGeHxW,RB,0.5,2019
CiKTwH,RB,1,2022
h4KbaI,RB,1,2022
zWqXEL,RB,1,2021
MlWSNm,RB,0.5,2021
TWwQRT,NB,1,2020
1MYtmj,NB,1,2021
WxoiCG,NB,1,2020
DWelwo,RB,0.5,2022
lNoEsB,RB,1,2020
hRdGeM,RB,0.5,2018
YassBn,NB,1,2021
ZASCtH,RB,1,2022
JYZp3t,RB,1,2018
nIwLwV,RB,0.5,2021
zEWack,RB,1,2022
NUMSaI,RB,1,2020
tjrnnv,RB,1,2019
tmfAey,NB,1,2021
4MD1hN,RB,1,2019
yWqWCa,RB,1,2018
MkTPZ3,NB,0.5,2020
2fQTld,NB,1,2020
ipRumv,RB,0.9166666666666666,2022
RzuzQ1,RB,1,2022
rRwUQo,NB,1,2018
VKzwvc,RB,1,2021
Ul0vz3,RB,0.5,2020
hSJfaj,RB,1,2020
dEebem,RB,0.16666666666666666,2022
FSHSr4,RB,1,2021
hZTajR,NB,1,2019
uANStW,RB,0.5,2018
QOyc2f,RB,1,2020
0ZCfcj,RB,0.5,2022
b2bZwu,RB,0.5,2022
BRQoxf,NB,0.5,2020
LaN0Ww,RB,1,2021
KFid1A,NB,0.9166666666666666,2022
MjZWTi,RB,0.5,2020
zxiTHk,RB,0.5,2020
C2NFt1,RB,1,2020
InGDWT,NB,1,2022
1tmwtX,RB,1,2021
TChBSa,NB,1,2018
nmKDD3,NB,1,2019
dqgxXi,RB,1,2020
fJsDuG,NB,1,2020
uRB2kg,NB,0.5,2019
ZEAol2,NB,0.5,2019
DyMEBM,RB,1,2021
R0txTa,NB,0.9166666666666666,2019
OyCkKj,RB,1,2022
vMmank,RB,1,2019
nhiLEV,NB,0.5,2022
qEtTot,NB,1,2021
tkkCRd,RB,1,2021
Km3bZC,NB,0.16666666666666666,2021
KOzjaT,RB,0.5,2020
MLP13c,RB,0.5,2021
CQeBOm,RB,1,2020
NNLmPZ,RB,1,2020
KEGIyr,RB,0.6666666666666666,2018
Sdbkav,NB,0.5,2020
wyKLiB,RB,1,2022
Q2afoR,NB,1,2019
HrszsC,RB,0.5,2018
MszXTc,RB,0.08333333333333333,2019
mhID1z,RB,1,2022
bCVSn1,RB,1,2019
2Jzx3O,RB,1,2018
LXzfMo,RB,1,2020
Cd1N31,NB,1,2022
nlzXi4,RB,1,2019
oQFZRU,NB,1,2018
VzjGmp,NB,1,2020
Vb3vpW,RB,1,2020
poddvt,RB,1,2021
HQCSo0,RB,0.5,2019
WsUvxF,RB,1,2019
eiOlYD,RB,0.6666666666666666,2018
PTFnVQ,RB,0.5,2020
qGwhVl,RB,0.5,2020
EVwnYL,RB,1,2019
4rSPVr,NB,1,2022
4ezISD,RB,1,2020
fH3ujs,NB,1,2022
fywT03,NB,1,2019
EcgUNx,RB,0.5,2021
uEFeOS,NB,0.5,2022
lHfQEX,RB,1,2020
azBJwi,NB,1,2022
EuMnnZ,RB,1,2022
P3Dy2n,RB,1,2019
gAcdXv,RB,1,2022
4m0hTN,RB,1,2021
P1hXAx,NB,0.5,2020
Icu3gK,RB,1,2018
FVjVXx,RB,0.5,2020
IXnOK2,NB,1,2019
0hcXQO,RB,1,2019
lKKC3e,NB,1,2019
fCCgcV,RB,1,2021
iGQVhU,NB,1,2020
LaeWxc,NB,1,2021
tIpoeo,RB,1,2019
zAIRUT,RB,0.5,2022
E4wHmG,NB,0.5,2022
JZgULl,NB,1,2021
YrrmmJ,NB,0.5,2019
oOtwAi,RB,1,2019
toUPlj,NB,0.5,2020
U3eAH2,NB,0.5,2022
T2pbw3,RB,1,2019
wCmn1U,RB,0.5,2021
rDSFjf,RB,1,2019
hYFYjt,NB,1,2018
EKstCw,NB,1,2019
OijZdx,RB,1,2019
LVNGUC,RB,0.9166666666666666,2018
wYPD3d,NB,1,2018
sLJSUU,RB,1,2020
yT4Pl3,RB,0.5,2019
CDoXw1,RB,1,2019
LHUA4M,NB,0.16666666666666666,2018
zCz1h1,RB,0.5,2022
KVvf4J,RB,0.5,2021
GekVCG,RB,0.5,2018
k3SxUN,RB,1,2019
uziUrA,RB,1,2022
B2xokA,NB,0.16666666666666666,2019
LeMqIo,RB,1,2018
XXPGW2,RB,0.5,2020
ENPRZR,RB,1,2022
t41QPk,RB,0.5,2018
21vsHI,NB,1,2021
0JdNgQ,RB,1,2019
tUsxtg,NB,1,2021
gIe21w,RB,1,2020
DfjyjT,RB,1,2022
msDjDN,NB,1,2022
XAxOtb,RB,1,2018
ZLLzlG,RB,1,2018
ZqkFT1,RB,0.08333333333333333,2020
JEIiWD,RB,1,2022
gImnfu,NB,0.5,2022
hKbr3s,NB,0.9166666666666666,2018
OI3jsG,RB,1,2022
YB2fNt,RB,0.5,2020
wJdgGu,RB,0.5,2019
GNbvHQ,RB,1,2021
3XQ4qm,RB,1,2022
YlDzLk,RB,1,2020
uwyz3I,RB,1,2021
Aooo1z,RB,0.3333333333333333,2021
nhAU2B,NB,0.5,2021
zS0ZTf,NB,1,2018
3BGwBz,NB,1,2020
QJDCRL,RB,0.5,2021
kiKl4a,RB,0.5,2022
a4iUSY,NB,1,2018
Y2IDhK,NB,1,2020
QGVBcq,RB,1,2022
wXiFJX,RB,0.5,2020
SMmk3l,RB,0.5,2022
Pp3LT1,RB,0.5,2018
h1crU3,RB,1,2021
S0AfQe,RB,1,2018
xyvkuu,NB,1,2018
kjCrcy,NB,0.5,2022
okowsG,NB,0.5,2020
WkibtV,RB,1,2020
NOuJEV,RB,1,2022
tRczTi,RB,1,2022
Crhdkh,RB,1,2019
kvDbpN,NB,0.5,2021
iBriSm,NB,1,2022
Wajyvv,RB,1,2020
rIjRNo,NB,1,2020
jRPkZx,RB,1,2021
ZpIqZn,RB,0.5,2018
dryubA,RB,1,2018
nMAf1q,RB,1,2020
zoueZK,RB,1,2018
qIPbGr,RB,1,2019
sNRmDm,RB,1,2020
Y4UMop,RB,1,2020
CGlgV2,RB,1,2021
41oTKC,RB,0.5,2022
EJhSrM,NB,0.5,2019
dwbKBc,NB,1,2021
oYcliX,NB,0.5,2018
c0PgKa,RB,0.5,2020
QuRW4W,NB,1,2021
NYjGIz,RB,1,2022
Ngnfgp,NB,0.5,2021
vDsrbb,RB,1,2019
hDPqHk,RB,1,2020
Qh4VMQ,RB,0.5,2019
tzMzhK,RB,0.5,2021
UcCKjj,NB,0.5,2022
Kvrt13,RB,1,2022
