id,age,gender,marital.status,yrs.licensed,region
RHEjkG,27,F,Married,7,D
kvgxOL,25,F,Single,4,D
nRGFyW,59,M,Married,21,B
BADFZi,50,M,Widowed,32,G
UZJxXg,36,M,Married,19,D
iGGIgG,27,M,Single,10,C
F2JuWY,56,F,Married,32,E
pcQRw2,45,M,Widowed,21,G
LiyEj2,57,F,Widowed,17,I
TMtKFG,74,M,Single,48,A
yMgECh,30,F,Married,10,D
WzNyez,33,F,Divorced,12,E
HGe2gF,49,F,Married,16,C
1FJRQd,35,M,Widowed,12,E
aUt0Ib,36,F,Separated,13,B
eYjy4C,56,F,Married,39,D
zrkQnE,69,F,Married,45,A
rUlxn0,59,F,Divorced,39,G
Visukq,37,F,Married,16,G
ihyQTW,63,M,Married,24,A
XUhEkv,54,M,Single,31,F
zSUfGd,51,M,Widowed,19,J
SWUAAl,36,F,Married,16,F
GsMiUp,18,F,Divorced,0,F
yqrxHk,49,F,Married,23,A
j3OKwY,36,F,Married,15,C
jNVUOY,52,F,Single,30,E
zInYTt,41,M,Singlr,16,NA
qt0gPv,62,M,Separated,32,K
Qrkhrs,27,F,Married,9,A
S43Ybe,32,M,Married,8,H
MLZwgr,59,F,Single,38,A
WcdOso,62,M,Divorced,41,E
AnuyVD,64,M,Married,34,G
aPAZVa,59,F,Divorced,39,A
nDgDUa,39,F,Divorced,15,A
gjuwhN,43,M,Single,9,F
nCBtNE,73,M,Married,44,M
DUQWuC,54,M,Widowed,31,C
l1JmlZ,53,M,Single,29,D
Az0ZwX,20,F,Single,3,D
iARHUa,46,F,Married,26,B
Ziq1ds,29,M,Single,8,F
k0iYH1,52,M,Married,33,C
vbxcNx,65,F,Married,40,E
LEUzJf,24,M,Single,8,A
zBq10g,42,F,Married,24,D
IEqVM0,29,M,Widowed,10,A
2rBr1f,64,M,Married,38,D
pORwQH,46,F,Married,13,A
3ziCbj,51,F,Widowed,20,C
33ZcQk,47,M,Married,22,B
1ef4ks,44,M,Married,14,D
UDKGL3,47,F,Divorced,27,A
LUIttZ,82,M,Married,62,F
vrig4A,24,F,Single,7,C
azyKND,43,F,Married,22,B
wLOVa3,45,F,Married,29,B
reJZvM,43,M,Married,11,A
yumHVX,53,F,Single,28,F
qQoaxt,32,M,Single,14,E
ZItfNk,46,F,Widowed,25,D
1UMqdA,39,F,Married,10,A
3RZAZw,66,F,Married,36,F
IcwUKr,57,F,Single,23,G
faFwpR,26,F,Married,8,D
4EZiFa,43,M,Divorced,24,B
2vNouE,74,M,Married,47,A
MToECc,25,F,Married,5,G
NbuU4k,41,F,Divorced,15,E
Q3cptK,47,F,Winowed,18,G
2CftTT,48,F,Married,17,A
DPPMl1,24,F,Single,4,B
DJiPfU,36,M,Married,10,C
qlnyj3,44,M,Married,12,A
FQfBMd,46,F,Married,14,G
OTfthY,20,M,Single,4,K
GUX2uY,57,M,Married,33,C
OeJyKJ,32,M,Married,12,B
c4IQ0e,47,M,Single,21,D
TC24Pr,54,M,Married,31,G
xprGu0,27,F,Single,7,A
aMS2Qm,41,F,Married,23,C
4QNDMg,46,M,Married,20,E
KPIprq,66,M,Married,47,A
E0Dkvz,42,F,Married,18,C
WFOVsb,57,M,Married,15,C
BSNsST,53,M,Married,31,C
pDBOp4,70,F,Married,41,B
nYtyJt,34,M,Married,17,C
wYaTlp,68,F,Divorced,35,A
ZiWybv,31,F,Single,12,J
1eRCur,61,M,Married,37,A
0vSuzf,71,F,Married,47,D
RoAfva,22,M,Single,6,I
GUbksn,28,F,Married,11,A
houLB2,49,M,Married,26,B
G2OgTl,62,F,Divorced,37,A
iONjjs,53,F,Married,30,C
syPoz1,46,M,Married,20,D
britGb,32,F,Single,14,A
fMwfhM,55,F,Married,32,E
BGuzRt,30,M,Single,9,C
jD1mRB,36,M,Divorced,15,B
jUaJbe,58,F,Divorced,36,B
ziBzJR,64,m,Married,41,NA
v02iUz,52,F,Separated,19,D
dq1PHr,58,M,Married,40,D
uvLrhD,28,F,Married,9,A
S0TNpb,29,M,Single,12,A
zxHcSu,24,F,Single,5,A
blWe0j,45,M,Single,24,B
JaPDua,62,M,Married,33,B
z3nolR,65,F,Divorced,43,G
tUWENB,37,M,Single,15,A
TFmAza,49,F,Married,29,E
fhgKsY,49,M,Married,30,A
LnBLkh,40,M,Divorced,13,I
qeeMxD,29,M,Single,8,A
bNphal,60,F,Married,29,A
Wxz4bV,38,M,Married,17,E
culGle,46,F,Married,25,F
Lc4tnm,27,M,Married,8,B
WMCtTa,55,M,Married,25,F
WVE4kP,32,M,Divorced,11,A
b4akJN,47,F,Widowed,30,F
LpOyUS,30,F,Single,11,G
PLEozd,56,M,Married,26,I
RifTIA,70,M,Married,40,C
gAijjG,21,F,Single,4,C
uzR1XB,37,M,Single,11,A
JJPMqs,49,M,Married,29,D
41XjOh,31,F,Single,10,B
1HNuqg,66,M,Single,38,B
YMkuFT,55,M,Married,27,C
iYG0xl,43,M,Married,15,D
Gf1FZb,62,M,Single,35,K
NBdMEf,32,F,Married,7,F
sPQZp0,66,M,Married,44,A
vINdtb,43,M,Married,23,E
V3VXmh,77,F,Married,48,A
kZD4FP,34,M,Single,12,A
fiOYWQ,40,M,Divorced,9,C
vTLlAO,59,M,Married,38,K
bTqsUf,21,F,Single,4,K
SDeKIS,28,F,Single,6,C
wIuwvS,43,F,Married,24,H
4ZKBIi,62,F,Married,27,D
bMv2iT,32,M,Married,14,A
XJFRVC,54,M,Married,33,H
ZUarju,43,F,Married,26,C
V3VOjH,54,M,Divorced,24,A
Wi1a0a,19,M,Single,2,H
1tpLMJ,42,F,Divorced,21,E
dANWQC,60,M,Married,35,A
eBusYl,23,M,Single,4,E
ucostK,55,F,Married,33,B
smJDZi,66,M,Divorced,36,C
MhRlKA,80,F,Married,58,E
aRVDRi,32,F,Single,6,F
lRjgPa,52,M,Married,22,A
kyLAgg,31,F,Married,5,D
ct3eCc,37,F,Widowed,16,D
QPtgMV,30,F,Single,5,F
MtdgP3,26,M,Married,6,E
bWxrSz,26,M,Single,7,K
UeVbkk,53,M,Widowed,26,F
0ZcUxF,84,F,Married,55,G
kKXQE4,68,M,Widowed,43,C
HJPfuf,36,M,Married,15,C
4ORhXi,33,M,Married,13,B
qdg03Z,29,M,Married,12,E
sZEhXw,30,F,Divorced,11,F
HkWYd0,39,F,Widowed,19,D
iWiulj,63,M,Married,35,F
WohVrx,56,F,Married,30,C
gYhMKc,57,F,Married,36,E
nqpsYa,63,F,Widowed,36,K
P2dwTM,23,f,Married,6,K
ASeiak,27,F,Single,6,A
OWHJaR,55,M,Married,21,H
T1t3Vx,52,F,Single,25,C
hyBocK,39,F,Married,15,E
nCCOSR,38,F,Widowed,10,B
rs2D1x,47,M,Married,20,B
YTfnpE,50,F,Married,29,A
GrYHjf,34,M,Single,9,J
SdrQtQ,49,M,Married,20,C
ErtJ4L,44,M,Married,22,A
dwjGs1,72,F,Divorced,50,F
dQdJQF,55,M,Married,36,E
hylk4y,23,M,Married,4,A
KM4nhz,36,M,Single,16,E
uuG3DB,28,F,Married,7,G
LAVthm,55,M,Married,23,F
hdxN4f,41,M,Single,20,A
kkqMpt,62,F,Married,44,E
klFY1h,53,F,Divorced,24,H
UPmSCZ,19,F,Single,2,A
QGqsCF,30,M,Married,11,C
CTJsaz,40,M,Married,22,A
dbywAj,62,M,Married,28,G
4jPXew,35,F,Married,15,A
fSVDhv,61,M,Single,36,E
k1dL02,41,m,Singlr,19,A
kAuPMU,39,F,Single,20,F
eTsEcl,25,F,Divorced,8,F
khwWrr,64,M,Married,27,B
YvOL01,44,M,Widowed,15,I
sBbGsC,46,M,Married,19,D
WkCxFn,70,M,Married,36,C
o3Dkwr,68,F,Married,46,B
2HtXDq,35,M,Married,6,A
LhNXfJ,52,F,Widowed,32,E
qzcKzZ,61,M,Divorced,40,E
QipnVb,72,M,Divorced,43,C
Iwqsce,24,M,Single,6,A
aMcgF3,28,M,Single,10,F
lWPsFj,47,F,Married,29,F
jivAGH,35,F,Married,15,G
0CRCC0,43,F,Single,16,A
3MHgMS,34,F,Married,9,A
dbqi2G,23,F,Single,4,K
EqIIP0,45,F,Married,26,B
PHUjUQ,50,M,Married,20,A
qaYGNC,55,M,Divorced,27,B
nOdOTt,27,F,Married,6,F
HhDuox,28,M,Single,9,A
DpDCAC,21,F,Single,3,A
RtzRIi,54,F,Married,31,E
muolup,53,F,Married,25,A
YbDZ4d,50,M,Single,28,H
kvHseV,40,F,Single,15,J
LoaaTB,27,F,Married,10,D
SSQrEU,82,M,Married,59,A
Jt2YBG,22,M,Single,3,E
upbstr,53,F,Married,28,D
uTHA4d,34,F,Single,16,G
cMn4KU,44,f,Singlr,17,A
GLczLW,19,F,Single,2,D
W2bMJC,69,F,Married,49,B
ufuboC,62,M,Married,37,A
HbZr0v,30,M,Married,12,H
LKFYTg,42,F,Single,24,A
zYPWDL,33,F,Single,13,H
LRtD2N,58,F,Married,24,B
lGacXi,33,F,Single,12,G
Rrmxvo,39,F,Married,8,A
aZcTnx,71,M,Married,48,D
rYv2ZR,73,M,Divorced,50,B
NZPx1f,30,F,Married,9,D
iInLZn,42,F,Married,16,G
k2XdcJ,27,M,Married,7,A
Tsk3Dx,29,F,Married,12,D
gngHt0,35,M,Single,9,G
G4YgKH,52,M,Married,29,A
BlbWH0,32,M,Divorced,14,C
tfa1Z2,50,F,Separated,25,A
DeYVZf,40,M,Married,11,B
mSwcmf,38,F,Single,16,D
tcrpkG,31,F,Single,10,B
JGwMvv,30,F,Single,10,D
j1eSyc,23,M,Single,3,A
ieVkoD,41,F,Married,23,A
f2F3I3,42,F,Divorced,24,G
FpDWUG,56,M,Married,26,B
FahiAo,65,M,Widowed,47,K
gusqXY,28,F,Married,7,D
iaIgwX,32,F,Married,12,G
lVXYpv,35,F,Single,17,H
2bJEuG,29,F,Divorced,7,B
oAqyTi,27,M,Married,9,D
DxtyaH,47,F,Divorced,28,H
WF43s2,39,F,Single,20,B
ZSCYmr,47,F,Widowed,16,A
QvNNiS,35,M,Single,18,A
DTYmT2,70,M,Divorced,45,H
Nyciow,77,M,Married,52,G
PYzQte,26,F,Married,7,F
CyqsNB,49,F,Married,16,E
BCJWhD,56,F,Married,31,J
LHgahu,41,M,Single,22,D
sYmWAx,29,F,Single,12,D
rpoVTp,31,F,Married,13,B
SKdozz,59,F,Married,22,E
UDEPxW,48,M,Widowed,19,B
GT0PJi,51,F,Married,34,H
zzERfV,64,M,Married,37,F
wUhwVh,30,F,Divorced,12,F
qsBXwW,27,F,Married,5,D
Zko2sr,29,M,Married,11,E
0CjktL,60,M,Single,28,A
YIVzKs,35,M,Single,18,G
hlflDH,25,M,Widowed,7,D
kYOXQm,63,F,Married,37,E
p4TvxK,48,M,Married,25,H
SXLXxl,59,M,Married,32,A
JaxsuG,63,M,Married,37,L
DY3Knc,35,F,Single,15,B
HOMGDK,43,F,Married,23,D
cT1awG,25,F,Married,5,G
GQGakv,37,M,Married,12,C
LQdIXZ,28,F,Married,6,E
hYOSoe,44,M,Married,10,C
nkrjGi,35,F,Married,16,B
uoZVtx,44,F,Single,16,L
gcHKnQ,43,F,Single,14,C
AH0Yib,41,M,Separated,22,B
3k1dyc,19,F,Single,3,B
XwWRde,37,F,Married,19,E
aJyis3,25,F,Married,8,D
PURw3X,48,F,Single,28,N
OgXMwL,30,F,Single,12,E
jylSlD,49,F,Separated,16,A
ZtxQVS,31,M,Widowed,10,G
2gDqGn,38,M,Married,21,D
nVFky3,35,M,Divorced,15,F
1wlrmM,33,M,Married,15,I
LehwYF,61,M,Married,40,A
UHwdWS,39,M,Divorced,19,A
KNIsNY,18,M,Single,2,C
EmF3Yp,35,M,Single,11,A
jzxgBy,47,F,Single,27,B
OiKRKl,31,M,Single,14,D
hSpxZt,43,M,Married,23,D
FpU3gn,38,F,Single,20,E
bheKLN,50,F,Widowed,28,D
k0hGrA,47,F,Separated,22,C
WuNSgz,33,M,Divorced,12,B
vBrzUK,58,M,Separated,38,B
LCHhfK,31,F,Single,9,B
OiBIde,65,F,Widowed,43,E
1GDiQ4,52,F,Divorced,16,H
JjiIXC,39,F,Married,19,A
czfdXZ,41,M,Divorced,23,C
1s2OUC,49,M,Single,27,G
rWDWcZ,33,F,Divorced,13,E
bpeZHB,37,F,Single,18,C
sXJYbj,64,F,Married,31,H
ImECsb,35,F,Married,13,E
M0R1Op,42,F,Married,17,D
nnMSMx,63,F,Married,37,A
XosvYU,35,F,Married,13,H
OkNyof,54,M,Widowed,33,F
oJCHsg,49,F,Married,24,D
EMR1Pt,62,M,Married,38,E
k3DsfJ,33,F,Single,16,A
vBgR0y,37,M,Married,8,B
V0eMWv,38,F,Married,14,D
HV0aCh,39,F,Married,20,I
iOMwfZ,62,M,Divorced,43,A
0dxQLD,49,F,Married,14,B
ayLQs3,27,M,Married,7,K
oJEQ3U,70,M,Single,50,A
oWwaUW,32,M,Single,13,G
LiWdcu,25,M,Single,8,B
rcaqs3,29,F,Single,7,E
UBPrdm,26,M,Married,7,F
uCqvhX,42,F,Married,14,F
lafuom,43,M,Widowed,22,A
AsESRt,75,F,Married,44,F
kjeFLx,52,M,Divorced,32,F
hmiKe0,41,M,Single,21,E
NFpOGA,42,M,Married,12,B
AcAkwl,30,f,Married,10,H
oGXfLQ,47,F,Married,26,H
wqRX3W,36,M,Married,17,B
KJw1QL,41,F,Single,20,A
xnu3LI,23,F,Single,6,D
xACSwx,33,M,Married,16,A
qDSllE,35,F,Divorced,13,J
jYlzdp,47,M,Widowed,9,A
sAUgDy,46,M,Married,15,A
XfJcqH,63,F,Married,28,C
hpZyHF,49,F,Single,19,M
lWZ3Yb,42,M,Married,22,A
CeG1fW,71,M,Separated,35,F
KurnfT,70,F,Married,47,G
UI4Ana,73,M,Divorced,44,B
Qtfgjk,84,M,Single,53,H
D4qUdV,25,M,Single,6,A
0OdGsZ,53,F,Single,24,B
Glodzf,29,F,Married,11,A
ZKoE3Q,31,M,Single,12,D
iyRnMM,66,F,Married,40,F
VJMtA3,37,M,Married,17,F
eYOOgg,50,F,Divorced,18,D
0pHorR,57,F,Married,37,A
EQmQqo,45,M,Single,21,H
oFCpxW,63,M,Married,44,A
bBGaof,54,M,Widowed,19,J
KoXPxf,26,M,Married,8,D
UdhGEI,29,F,Single,8,A
XpdCpH,40,M,Widowed,18,H
ka3zH3,38,M,Single,19,G
X3HDs0,47,F,Married,17,M
iwZPhF,63,F,Widowed,47,B
mKHgrS,60,M,Married,17,E
WCSQeO,76,M,Married,57,E
MhtM4l,64,M,Single,39,K
uUTW0n,28,F,Married,7,A
GlBp3U,23,F,Single,5,B
WfSXUP,81,F,Married,54,F
awjcax,35,M,Married,18,G
uhR4GI,63,M,Married,41,H
cYfhbD,36,F,Single,10,D
xPdXjZ,42,M,Widowed,17,A
XTtwLA,22,M,Single,6,H
hoLLgb,60,F,Divorced,37,B
buUTCw,30,M,Married,9,D
DMWiqQ,34,F,Single,11,A
eXNfdu,65,F,Married,39,E
lXuZSp,61,M,Widowed,37,C
BvcgdG,56,M,Widowed,37,D
qFlPDB,50,M,Widowed,29,B
XKhYe3,31,M,Single,10,I
CharnM,30,F,Married,6,A
Zc3svT,43,F,Married,18,C
YJWFqV,34,F,Married,10,G
jiYzKc,51,F,Married,31,I
rRGfJL,73,F,Married,49,L
fcwzxi,36,M,Married,12,G
BP1bhT,34,M,Married,17,A
4nKIkT,68,M,Married,37,I
lAqp1H,62,F,Married,31,C
pPPR0P,24,M,Single,5,F
Rx4Wc3,26,F,Married,6,C
Ytn023,25,F,Married,7,F
sKeYP3,85,F,Married,44,D
00pYVO,41,M,Married,21,A
IdtxqP,24,M,Single,5,C
wnFdAQ,38,F,Married,20,C
x1rqYT,64,M,Single,27,D
uyRVxo,42,F,Married,22,B
XT1w2g,36,M,Widowed,17,G
iEZith,43,M,Married,13,B
3Pkkpr,21,M,Single,4,G
hRffMb,36,F,Widowed,15,D
YapkYG,49,F,Divorced,32,B
EP02UL,49,F,Married,26,E
KxfRaD,44,F,Married,24,B
gJFTqN,43,F,Married,25,A
ZafgiT,34,M,Single,17,I
BWZmNC,27,M,Single,7,E
i4UdzW,43,F,Married,23,D
Zqr3ie,47,F,Widowed,16,C
vTxylV,36,M,Married,17,B
ONGIxt,39,M,Married,16,C
PjbpeF,36,F,Married,17,F
2LUxBE,29,M,Married,9,G
hO0WMy,34,F,Single,8,B
IrEihT,33,M,Divorced,14,F
fdjyqF,42,F,Single,21,B
JwSTB1,27,F,Married,10,H
HCYMRh,77,M,Divorced,46,A
koWCZi,43,M,Married,18,D
ksRwlk,65,M,Winowed,38,F
bdkdzO,46,F,Married,25,F
C3VVNf,50,F,Divorced,26,F
mMiAMn,39,F,Married,11,A
n2gatT,22,M,Single,5,B
Pktmi1,39,M,Married,15,H
i3PzPS,81,M,Divorced,58,H
pUwqOX,73,F,Divorced,53,E
OEWNbb,22,F,Single,6,D
mIbFAT,38,M,Married,12,A
poNkk1,36,F,Widowed,15,A
hLThFl,63,M,Single,46,G
iUaxsb,40,F,Single,21,F
hhkk2k,37,M,Divorced,20,C
AKqZLk,27,M,Single,10,G
ByDqVE,80,F,Single,49,E
DNljbR,42,M,Married,20,A
dpU44Z,18,F,Single,2,D
NEAi0C,33,F,Divorced,15,E
A4J3xZ,56,F,Married,21,A
zgdffI,23,F,Single,5,B
FhMPAq,60,M,Widowed,41,C
ixebe4,43,F,Married,19,H
ImxzIN,25,M,Married,7,I
s4NOMF,42,M,Separated,8,G
Zu0wgq,64,F,Married,42,E
1mLQgK,46,M,Divorced,18,A
P3pFNj,41,F,Single,17,B
LeFaH0,33,F,Married,16,J
qRcXG1,26,F,Single,8,J
jTDGgH,62,M,Married,38,D
bfYRTT,30,F,Single,11,B
JsM3OH,30,M,Married,12,C
Q4FBUe,23,f,Singlr,6,D
tJhGPW,30,M,Divorced,10,A
dRzqMf,37,F,Single,12,G
DNCCoq,46,F,Single,20,J
vFx4LN,29,M,Single,11,A
wdHyYT,32,M,Married,11,G
rHezWO,20,M,Single,3,D
IJHahZ,64,M,Divorced,35,K
12szRV,32,M,Single,11,C
GIrs2F,42,F,Married,22,E
M14pcR,38,M,Married,7,D
HDX3mc,52,M,Married,36,D
yddv3z,39,M,Divorced,10,I
Y0DLou,35,F,Married,11,G
1FLrYt,68,M,Married,48,B
ryOHaI,31,M,Widowed,7,B
uqJN0C,53,F,Single,27,B
csovkN,20,M,Single,3,E
qUileK,53,F,Married,30,B
sGYBff,66,M,Married,49,F
ydOcU1,43,F,Single,21,C
b2nFY4,58,M,Married,35,J
0xIbSJ,32,M,Single,7,A
1f3EQE,46,F,Single,20,A
qBG41h,35,M,Single,16,E
ayRQTO,40,M,Married,22,C
b3SPdb,28,M,Single,5,A
zkebnE,31,F,Widowed,9,H
LJB2hW,37,F,Married,18,A
AtGrty,81,F,Married,63,D
Lbuncp,47,F,Single,18,E
uASF0p,51,F,Single,17,A
3Qhjjf,91,M,Divorced,73,B
cfYVAA,40,M,Single,22,H
aLhgcP,35,F,Married,17,A
M0XVAq,32,F,Married,11,E
mkNHAb,65,M,Married,45,A
oiVwmj,43,F,Single,23,D
vfg3tA,53,F,Married,13,A
4TwJf0,62,F,Married,41,G
2kkVgC,30,F,Married,10,A
gVLrq4,29,M,Single,8,M
mWPXEo,38,F,Married,20,F
LyCHo0,60,M,Married,36,A
InFPvK,63,M,Married,36,A
dGHxFn,57,F,Married,32,C
TomocP,56,M,Married,26,H
2UFicr,36,F,Married,18,L
EpCwqn,45,F,Divorced,24,E
0ZuzrM,41,F,Married,18,C
GJTcUf,47,F,Married,24,C
aMcuhx,38,F,Single,17,B
oQqfv2,27,M,Married,7,C
tDldf2,47,F,Married,26,A
dpcFVz,48,M,Married,29,C
Qi2tgk,47,F,Married,29,A
jdfwXD,43,M,Divorced,20,C
R4oLeV,44,F,Married,26,H
OEgsQx,78,F,Married,46,A
NOZMQP,63,F,Married,34,D
JZvftd,30,F,Single,10,A
OwLcPs,30,M,Single,12,D
3rUwHU,37,F,Divorced,16,D
T0TleU,86,F,Married,50,B
tYLPMW,73,F,Married,48,J
je0aYc,21,M,Single,2,J
XzuyMJ,39,M,Single,10,B
CUvBPw,49,F,Widowed,19,A
krwTzL,42,M,Married,10,B
WPXqgV,45,F,Widowed,19,A
fFIjN2,60,F,Single,31,I
x3jKCI,60,M,Married,34,H
cuwPYG,22,M,Single,5,G
rrrvfM,71,F,Divorced,52,C
eScXsa,39,F,Married,14,C
bKcEfr,50,M,Married,17,D
NNo2Gf,76,F,Married,47,F
ahvOQm,22,M,Single,6,B
spVnxU,69,F,Widowed,45,D
RYCnrG,57,M,Married,41,C
LnZjNv,42,M,Single,23,D
scjgdv,72,F,Married,53,G
UnmbjS,22,M,Single,6,A
Giw0Bg,71,F,Widowed,51,C
Etxgyr,52,M,Widowed,31,D
okoR2o,75,M,Widowed,56,A
i2Y1IK,26,F,Married,7,B
zTrs0y,38,M,Married,17,A
2y3bHc,41,F,Single,10,A
CZWgMw,26,M,Married,9,A
qVhUl2,52,F,Widowed,33,E
bvSbaZ,39,F,Married,13,A
zNAKOf,79,F,Married,55,J
QQXj2D,17,F,Single,0,E
pWbZmt,NA,f,Singlr,10,A
R3fSRx,39,M,Single,20,B
rTqizc,47,F,Married,25,E
dmeCyx,32,M,Single,11,D
JbFnJW,53,M,Married,16,B
fEi1Ql,43,M,Married,21,K
PzZxMB,32,M,Single,13,A
hmvEn4,66,M,Divorced,47,A
gpSa1Z,35,F,Single,11,I
cudpoM,45,F,Married,27,E
I1MGw1,77,F,Married,48,A
fxJXeT,27,F,Widowed,9,A
ofWlAT,51,F,Single,16,B
NYEpSA,26,F,Married,4,A
yyznAF,44,F,Widowed,26,D
HdVEXF,60,M,Married,36,G
EROufX,42,F,Divorced,21,G
SrYoAN,60,M,Married,38,A
ApbGtk,43,M,Single,22,F
tzm41M,83,M,Single,56,E
ezMswA,34,F,Single,18,A
rwkpGg,45,F,Widowed,20,A
YN1jX1,35,F,Single,11,E
AfroRY,62,M,Widowed,38,K
QgEsPg,28,M,Single,10,F
fQkUwp,58,M,Married,38,F
ANGQon,52,F,Married,26,H
c2Fobd,52,F,Divorced,30,C
q3rpCM,55,F,Divorced,26,E
IEAcbh,24,M,Single,7,D
Dtdqdv,41,F,Married,21,A
n0EEHn,22,F,Single,4,B
3VAyih,41,M,Married,21,F
4hjwgt,43,F,Married,25,I
4KUrCe,19,F,Single,2,H
ObOG3g,36,M,Single,13,B
WJVBxc,39,M,Married,17,A
LjqJBu,50,M,Single,25,F
m2Chkb,18,M,Single,1,A
wAOBvx,67,M,Married,40,M
ErNn0N,48,F,Widowed,24,C
qUDjFr,37,F,Married,16,G
Jc2FQm,29,M,Separated,10,I
2gLvuK,35,M,Widowed,11,A
hSlsGe,38,M,Single,19,I
BnaMEY,48,F,Married,31,A
amDE0O,26,M,Divorced,7,B
tR4a4X,50,M,Married,16,H
ZnN22V,51,F,Married,28,B
FIWJvM,54,F,Single,21,A
KlB4wz,57,F,Married,33,E
iXiQgW,81,M,Separated,62,B
AjX2o4,41,F,Married,15,A
WYWSIu,50,M,Widowed,18,E
rRb1TK,41,F,Divorced,20,B
VLxsXX,46,M,Widowed,22,E
dbdwRC,31,F,Married,8,C
gOubSO,29,F,Single,8,G
yKHaob,48,F,Married,22,C
dZmvdZ,20,F,Single,3,D
rOaUXC,22,f,Single,4,A
fJNRHy,25,M,Single,6,A
tjMZcI,56,F,Married,25,F
fWBbeA,52,M,Married,32,A
2eEEbq,27,M,Divorced,10,B
wyDynC,23,F,Single,5,I
PuPeQX,25,F,Single,7,H
HmeKFD,45,M,Married,24,D
ppdfzC,40,F,Divorced,20,D
HDb4Ev,58,F,Married,33,H
aBdPOQ,41,M,Married,19,C
1XaMG3,37,M,Married,16,E
TZcTtq,26,M,Single,5,B
jtwhsA,79,F,Married,38,F
kEbtxY,31,M,Single,10,D
WIctrV,60,F,Married,43,J
MSHhUI,23,F,Married,6,A
DS0IAr,49,M,Single,20,C
huvB1l,41,F,Single,19,A
Hj2MwM,31,M,Single,12,H
nTAdgu,18,M,Single,2,K
rlqjqO,46,F,Single,22,D
LgD04P,19,M,Single,2,G
vLi1do,51,F,Widowed,23,A
Pp0tbd,23,M,Married,6,F
EHgSE0,35,F,Married,16,F
HhfQBA,48,F,Widowed,20,B
2riGTZ,22,F,Single,5,F
SutSaT,39,M,Married,18,B
IIgI1K,46,M,Married,12,B
fvMdpI,37,M,Divorced,14,B
DsTQQF,64,F,Widowed,27,G
PmcPVw,46,F,Married,21,G
IvcDHL,45,F,Widowed,16,A
taB0GB,57,M,Single,29,L
sPQWPH,41,F,Married,15,A
mIxem0,31,F,Separated,13,E
uQ3sOZ,64,M,Married,36,C
i1G1FS,61,F,Married,27,A
1VuNQU,44,M,Married,25,D
HulDCq,46,M,Married,22,A
ySBzqH,36,M,Separated,17,E
uT0VcU,45,F,Married,11,D
pJz20r,50,M,Divorced,24,C
N4hbtt,90,M,Married,53,A
JJprzB,36,F,Single,19,A
QRWbFV,48,M,Widowed,14,C
LhEROr,38,F,Divorced,20,B
bJszzE,66,M,Widowed,41,C
3oCEsv,41,F,Married,21,H
oMvoXa,31,M,Married,13,M
3ZjLH0,44,F,Single,10,A
KfXXvz,23,M,Married,5,D
cqqnQs,46,F,Married,22,E
4jThxJ,59,F,Single,32,F
NMdQJw,72,M,Divorced,34,C
PTIkjR,53,M,Divorced,32,H
OHBxN0,37,F,Single,17,G
wsxok1,49,F,Married,25,C
hzCgWV,49,F,Married,27,E
O3mWXJ,22,F,Married,5,B
gpntqv,45,M,Married,27,C
SO2cBJ,24,F,Single,7,F
r1mQve,57,F,Widowed,27,F
ZCjUOa,62,M,Divorced,44,B
iwaazs,59,F,Married,34,A
PAMKYD,53,F,Divorced,25,H
tljavb,21,M,Single,4,A
JacSaa,32,M,Single,15,D
qiO0kG,38,M,Married,20,A
cndWe0,60,M,Divorced,16,C
wLDVnR,51,F,Widowed,22,F
OLeLti,50,F,Married,22,G
zOeUPf,39,m,Married,16,A
DuUUfC,42,M,Single,12,C
PynAJO,43,M,Separated,25,E
ErKgRj,39,F,Divorced,12,J
KBQdQW,48,F,Married,28,D
IuLl3r,35,M,Married,13,D
a1eyWp,35,M,Married,11,I
xio3d3,43,M,Married,12,C
vqIC1i,35,F,Married,18,F
PyVYrJ,50,M,Separated,26,A
IaqRBB,29,M,Single,8,F
p1Geog,47,F,Married,22,C
1TwN0C,37,M,Single,16,C
CSdxOQ,56,F,Separated,33,H
msGsIZ,58,M,Married,26,B
FzLYfR,55,M,Married,26,C
r2nrjc,80,M,Married,51,A
b4lLX1,41,F,Married,12,D
psl3hu,45,F,Single,20,H
sQFjKN,19,M,Single,2,G
r3nUtH,33,M,Widowed,14,L
rZPspk,48,F,Married,25,E
ZmpXfI,69,F,Separated,38,A
sNXVjV,62,M,Married,32,C
iwtugr,51,M,Widowed,31,A
YfQpxV,79,F,Married,57,D
cRUCkm,18,F,Single,2,G
KRkvIm,74,F,Widowed,52,A
JLuC3C,41,F,Single,18,I
yjZsnD,71,M,Married,55,C
VbhMOO,37,M,Married,12,H
hXbcrQ,23,M,Married,4,D
mBKogF,48,F,Married,25,A
SRIRPh,64,F,Married,42,G
bBmLTT,35,F,Married,13,B
YSOWdz,70,F,Divorced,47,B
ttNGts,53,M,Widowed,26,B
qfkZvd,52,M,Widowed,30,A
ueQLO4,48,F,Single,30,E
3otaUz,36,F,Married,13,A
getCBK,80,M,Married,60,C
itSIoz,36,M,Single,19,E
qAqNkh,42,M,Single,12,D
nfMUrk,31,M,Single,11,K
ze2mHo,56,M,Married,25,A
dh0tP2,25,F,Married,8,F
3ugqLl,39,M,Single,17,F
JG1ubj,40,F,Single,23,D
